Concept,Country,Data Source,Frequency,Status,Time,Unit,Value
"Subsidies and Transfers, Cash (Gen. Govt.)",Lesotho,Government Finance Statistics (GFS),Annual,Published,2005,Percent of GDP,8.44
"Grants, Cash (Gen. Govt.)",Lesotho,Government Finance Statistics (GFS),Annual,Published,2005,Percent of GDP,0.00
"Social Benefits, Cash (Gen. Govt.)",Lesotho,Government Finance Statistics (GFS),Annual,Published,2005,Percent of GDP,3.57
"Other Expense, Cash (Gen. Govt.)",Lesotho,Government Finance Statistics (GFS),Annual,Published,2005,Percent of GDP,0.00
"Use of Goods and Services, Cash (Gen. Govt.)",Lesotho,Government Finance Statistics (GFS),Annual,Published,2005,Percent of GDP,12.13
"To Non-residents, Foreign Interest, Cash (Gen. Govt.)",Lesotho,Government Finance Statistics (GFS),Annual,Published,2005,Percent of GDP,2.13
"Social Security Benefits, Cash (Gen. Govt.)",Lesotho,Government Finance Statistics (GFS),Annual,Published,2005,Percent of GDP,0.00
"Social Assistance Benefits, Cash (Gen. Govt.)",Lesotho,Government Finance Statistics (GFS),Annual,Published,2005,Percent of GDP,1.75
"Employer Social Benefits, Cash (Gen. Govt.)",Lesotho,Government Finance Statistics (GFS),Annual,Published,2005,Percent of GDP,1.82
"Property Expense Other than Interest, Cash (Gen. Govt.)",Lesotho,Government Finance Statistics (GFS),Annual,Published,2005,Percent of GDP,0.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)",Lesotho,Government Finance Statistics (GFS),Annual,Published,2005,Percent of GDP,0.00
"Total Expenditure, Cash (Gen. Govt.)",Lesotho,Government Finance Statistics (GFS),Annual,Published,2005,Percent of GDP,51.57
"Interest, Cash (Gen. Govt.)",Lithuania,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,537800000.00
"Compensation of Employees, Cash (Gen. Govt.)",Lithuania,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,7153300000.00
"Subsidies and Transfers, Cash (Gen. Govt.)",Lithuania,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,602600000.00
"Grants, Cash (Gen. Govt.)",Lithuania,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,540000000.00
"Social Benefits, Cash (Gen. Govt.)",Lithuania,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,7535600000.00
"Other Expense, Cash (Gen. Govt.)",Lithuania,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,1314700000.00
"Use of Goods and Services, Cash (Gen. Govt.)",Lithuania,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,4078100000.00
"Interest, Cash (Gen. Govt.)",Maldives,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,154900000.00
"Compensation of Employees, Cash (Gen. Govt.)",Maldives,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,974300000.00
"Subsidies and Transfers, Cash (Gen. Govt.)",Maldives,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,227500000.00
"Grants, Cash (Gen. Govt.)",Maldives,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,0.00
"Social Benefits, Cash (Gen. Govt.)",Maldives,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,0.00
"Other Expense, Cash (Gen. Govt.)",Maldives,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,0.00
"Use of Goods and Services, Cash (Gen. Govt.)",Maldives,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,3286600000.00
"Social Security Benefits, Cash (Gen. Govt.)",Maldives,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,0.00
"Social Assistance Benefits, Cash (Gen. Govt.)",Maldives,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,0.00
"Employer Social Benefits, Cash (Gen. Govt.)",Maldives,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,0.00
"Property Expense Other than Interest, Cash (Gen. Govt.)",Maldives,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,0.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)",Maldives,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,0.00
"Total Expenditure, Cash (Gen. Govt.)",Maldives,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,5740400000.00
"Interest, Cash (Gen. Govt.)",Maldives,Government Finance Statistics (GFS),Annual,Published,2005,Percent of GDP,1.22
"Compensation of Employees, Cash (Gen. Govt.)",Maldives,Government Finance Statistics (GFS),Annual,Published,2005,Percent of GDP,7.67
"Subsidies and Transfers, Cash (Gen. Govt.)",Maldives,Government Finance Statistics (GFS),Annual,Published,2005,Percent of GDP,1.79
"Grants, Cash (Gen. Govt.)",Maldives,Government Finance Statistics (GFS),Annual,Published,2005,Percent of GDP,0.00
"Social Benefits, Cash (Gen. Govt.)",Maldives,Government Finance Statistics (GFS),Annual,Published,2005,Percent of GDP,0.00
"Other Expense, Cash (Gen. Govt.)",Maldives,Government Finance Statistics (GFS),Annual,Published,2005,Percent of GDP,0.00
"Use of Goods and Services, Cash (Gen. Govt.)",Maldives,Government Finance Statistics (GFS),Annual,Published,2005,Percent of GDP,25.88
"Social Security Benefits, Cash (Gen. Govt.)",Maldives,Government Finance Statistics (GFS),Annual,Published,2005,Percent of GDP,0.00
"Social Assistance Benefits, Cash (Gen. Govt.)",Maldives,Government Finance Statistics (GFS),Annual,Published,2005,Percent of GDP,0.00
"Employer Social Benefits, Cash (Gen. Govt.)",Maldives,Government Finance Statistics (GFS),Annual,Published,2005,Percent of GDP,0.00
"Property Expense Other than Interest, Cash (Gen. Govt.)",Maldives,Government Finance Statistics (GFS),Annual,Published,2005,Percent of GDP,0.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)",Maldives,Government Finance Statistics (GFS),Annual,Published,2005,Percent of GDP,0.00
"Total Expenditure, Cash (Gen. Govt.)",Maldives,Government Finance Statistics (GFS),Annual,Published,2005,Percent of GDP,45.20
"Interest, Cash (Gen. Govt.)",Mauritius,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,4677200000.00
"Compensation of Employees, Cash (Gen. Govt.)",Mauritius,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,16461000000.00
"Subsidies and Transfers, Cash (Gen. Govt.)",Mauritius,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,1043700000.00
"Grants, Cash (Gen. Govt.)",Mauritius,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,131400000.00
"Social Benefits, Cash (Gen. Govt.)",Mauritius,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,9650700000.00
"Other Expense, Cash (Gen. Govt.)",Mauritius,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,1140400000.00
"Use of Goods and Services, Cash (Gen. Govt.)",Mauritius,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,5449700000.00
"To Non-residents, Foreign Interest, Cash (Gen. Govt.)",Mauritius,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,216300000.00
"Property Expense Other than Interest, Cash (Gen. Govt.)",Mauritius,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,0.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)",Mauritius,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,1140400000.00
"Total Expenditure, Cash (Gen. Govt.)",Mauritius,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,43934800000.00
"Interest, Cash (Gen. Govt.)",Mauritius,Government Finance Statistics (GFS),Annual,Published,2005,Percent of GDP,2.52
"Compensation of Employees, Cash (Gen. Govt.)",Mauritius,Government Finance Statistics (GFS),Annual,Published,2005,Percent of GDP,8.88
"Subsidies and Transfers, Cash (Gen. Govt.)",Mauritius,Government Finance Statistics (GFS),Annual,Published,2005,Percent of GDP,0.56
"Grants, Cash (Gen. Govt.)",Mauritius,Government Finance Statistics (GFS),Annual,Published,2005,Percent of GDP,0.07
"Social Benefits, Cash (Gen. Govt.)",Mauritius,Government Finance Statistics (GFS),Annual,Published,2005,Percent of GDP,5.21
"Other Expense, Cash (Gen. Govt.)",Mauritius,Government Finance Statistics (GFS),Annual,Published,2005,Percent of GDP,0.62
"Use of Goods and Services, Cash (Gen. Govt.)",Mauritius,Government Finance Statistics (GFS),Annual,Published,2005,Percent of GDP,2.94
"To Non-residents, Foreign Interest, Cash (Gen. Govt.)",Mauritius,Government Finance Statistics (GFS),Annual,Published,2005,Percent of GDP,0.12
"Property Expense Other than Interest, Cash (Gen. Govt.)",Mauritius,Government Finance Statistics (GFS),Annual,Published,2005,Percent of GDP,0.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)",Mauritius,Government Finance Statistics (GFS),Annual,Published,2005,Percent of GDP,0.62
"Total Expenditure, Cash (Gen. Govt.)",Mauritius,Government Finance Statistics (GFS),Annual,Published,2005,Percent of GDP,23.71
"Interest, Cash (Gen. Govt.)",Moldova,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,487500000.00
"Compensation of Employees, Cash (Gen. Govt.)",Moldova,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,2991000000.00
"Subsidies and Transfers, Cash (Gen. Govt.)",Moldova,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,784200000.00
"Grants, Cash (Gen. Govt.)",Moldova,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,0.00
"Social Benefits, Cash (Gen. Govt.)",Moldova,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,4159300000.00
"Other Expense, Cash (Gen. Govt.)",Moldova,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,1786900000.00
"Use of Goods and Services, Cash (Gen. Govt.)",Moldova,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,2415300000.00
"To Non-residents, Foreign Interest, Cash (Gen. Govt.)",Moldova,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,0.00
"Social Security Benefits, Cash (Gen. Govt.)",Moldova,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,195600000.00
"Social Assistance Benefits, Cash (Gen. Govt.)",Moldova,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,3963700000.00
"Employer Social Benefits, Cash (Gen. Govt.)",Moldova,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,0.00
"Property Expense Other than Interest, Cash (Gen. Govt.)",Moldova,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,0.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)",Moldova,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,1786900000.00
"Total Expenditure, Cash (Gen. Govt.)",Moldova,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,14004800000.00
"Interest, Cash (Gen. Govt.)",Moldova,Government Finance Statistics (GFS),Annual,Published,2005,Percent of GDP,1.29
"Compensation of Employees, Cash (Gen. Govt.)",Moldova,Government Finance Statistics (GFS),Annual,Published,2005,Percent of GDP,7.94
"Subsidies and Transfers, Cash (Gen. Govt.)",Moldova,Government Finance Statistics (GFS),Annual,Published,2005,Percent of GDP,2.08
"Grants, Cash (Gen. Govt.)",Moldova,Government Finance Statistics (GFS),Annual,Published,2005,Percent of GDP,0.00
"Social Benefits, Cash (Gen. Govt.)",Moldova,Government Finance Statistics (GFS),Annual,Published,2005,Percent of GDP,11.05
"Other Expense, Cash (Gen. Govt.)",Moldova,Government Finance Statistics (GFS),Annual,Published,2005,Percent of GDP,4.75
"Use of Goods and Services, Cash (Gen. Govt.)",Moldova,Government Finance Statistics (GFS),Annual,Published,2005,Percent of GDP,6.41
"To Non-residents, Foreign Interest, Cash (Gen. Govt.)",Moldova,Government Finance Statistics (GFS),Annual,Published,2005,Percent of GDP,0.00
"Social Security Benefits, Cash (Gen. Govt.)",Moldova,Government Finance Statistics (GFS),Annual,Published,2005,Percent of GDP,0.52
"Social Assistance Benefits, Cash (Gen. Govt.)",Moldova,Government Finance Statistics (GFS),Annual,Published,2005,Percent of GDP,10.53
"Employer Social Benefits, Cash (Gen. Govt.)",Moldova,Government Finance Statistics (GFS),Annual,Published,2005,Percent of GDP,0.00
"Property Expense Other than Interest, Cash (Gen. Govt.)",Moldova,Government Finance Statistics (GFS),Annual,Published,2005,Percent of GDP,0.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)",Moldova,Government Finance Statistics (GFS),Annual,Published,2005,Percent of GDP,4.75
"Total Expenditure, Cash (Gen. Govt.)",Moldova,Government Finance Statistics (GFS),Annual,Published,2005,Percent of GDP,37.20
"Interest, Cash (Gen. Govt.)",New Zealand,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,2380029000.00
"Compensation of Employees, Cash (Gen. Govt.)",New Zealand,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,13698924000.00
"Subsidies and Transfers, Cash (Gen. Govt.)",New Zealand,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,298577000.00
"Social Benefits, Cash (Gen. Govt.)",New Zealand,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,16464716000.00
"Use of Goods and Services, Cash (Gen. Govt.)",New Zealand,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,15832951000.00
"Interest, Cash (Gen. Govt.)",Paraguay,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,548000000000.00
"Compensation of Employees, Cash (Gen. Govt.)",Paraguay,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,4306800000000.00
"Subsidies and Transfers, Cash (Gen. Govt.)",Paraguay,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,0.00
"Grants, Cash (Gen. Govt.)",Paraguay,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,23800000000.00
"Social Benefits, Cash (Gen. Govt.)",Paraguay,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,1538200000000.00
"Other Expense, Cash (Gen. Govt.)",Paraguay,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,652900000000.00
"Use of Goods and Services, Cash (Gen. Govt.)",Paraguay,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,1385300000000.00
"To Non-residents, Foreign Interest, Cash (Gen. Govt.)",Paraguay,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,456000000000.00
"Social Security Benefits, Cash (Gen. Govt.)",Paraguay,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,389400000000.00
"Social Assistance Benefits, Cash (Gen. Govt.)",Paraguay,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,390900000000.00
"Employer Social Benefits, Cash (Gen. Govt.)",Paraguay,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,757900000000.00
"Property Expense Other than Interest, Cash (Gen. Govt.)",Paraguay,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,0.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)",Paraguay,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,652900000000.00
"Total Expenditure, Cash (Gen. Govt.)",Paraguay,Government Finance Statistics (GFS),Annual,Published,2005,National Currency,9662600000000.00
"Interest, Cash (Gen. Govt.)",Paraguay,Government Finance Statistics (GFS),Annual,Published,2005,Percent of GDP,1.19
"Compensation of Employees, Cash (Gen. Govt.)",Paraguay,Government Finance Statistics (GFS),Annual,Published,2005,Percent of GDP,9.33
