Concept,Country,Data Source,Frequency,Status,Time,Unit,Value
"Subsidies and Transfers, Noncash (Gen. Govt.)",Bulgaria,International Financial Statistics (IFS),Annual,Published,2008,National Currency,796750000.00
"Use of Goods and Services, Noncash (Gen. Govt.)",Bulgaria,International Financial Statistics (IFS),Annual,Published,2008,National Currency,4996100000.00
"Compensation of Employees, Noncash (Gen. Govt.)",Bulgaria,International Financial Statistics (IFS),Annual,Published,2009,National Currency,6788660000.00
"Consumption of Fixed Capital, Noncash (Gen. Govt.)",Bulgaria,International Financial Statistics (IFS),Annual,Published,2009,National Currency,986440000.00
"Expense, Noncash (Gen. Govt.)",Bulgaria,International Financial Statistics (IFS),Annual,Published,2009,National Currency,25500850000.00
"Gross Domestic Product, Deflator",Bulgaria,International Financial Statistics (IFS),Annual,Published,2009,"Index, 2005=100",131.99
"Gross Domestic Product, Deflator",Bulgaria,International Financial Statistics (IFS),Annual,Published,2009,Percent Change over Corresponding Period of Previous Year,4.31
"Gross Domestic Product, Nominal",Bulgaria,International Financial Statistics (IFS),Annual,Published,2009,National Currency,68321610000.00
"Gross Domestic Product, Real",Bulgaria,International Financial Statistics (IFS),Annual,Published,2009,"Index, 2005=100",113.80
"Gross Domestic Product, Real",Bulgaria,International Financial Statistics (IFS),Annual,Published,2009,National Currency at 2001 prices,40709831000.00
"Gross Domestic Product, Real",Bulgaria,International Financial Statistics (IFS),Annual,Published,2009,National Currency at 2005 prices,51762356000.00
"Gross Domestic Product, Real",Bulgaria,International Financial Statistics (IFS),Annual,Published,2009,Percent,-5.48
"Interest, Noncash (Gen. Govt.)",Bulgaria,International Financial Statistics (IFS),Annual,Published,2009,National Currency,522810000.00
Net debt (Gen. Govt.),Bulgaria,Fiscal Monitor - Latest Published Data,Annual,Published,2009,Percent of GDP,-13.85
Net debt (Gen. Govt.),Bulgaria,Fiscal Monitor September 2011,Annual,Published,2009,Percent of GDP,-13.85
"Social Benefits, Noncash (Gen. Govt.)",Bulgaria,International Financial Statistics (IFS),Annual,Published,2009,National Currency,9372740000.00
"Subsidies and Transfers, Noncash (Gen. Govt.)",Bulgaria,International Financial Statistics (IFS),Annual,Published,2009,National Currency,807150000.00
"Use of Goods and Services, Noncash (Gen. Govt.)",Bulgaria,International Financial Statistics (IFS),Annual,Published,2009,National Currency,4259890000.00
"Gross Domestic Product, Deflator",Burkina Faso,International Financial Statistics (IFS),Annual,Published,2003,"Index, 2005=100",96.52
"Gross Domestic Product, Deflator",Burkina Faso,International Financial Statistics (IFS),Annual,Published,2003,Percent Change over Corresponding Period of Previous Year,0.19
"Gross Domestic Product, Nominal",Burkina Faso,International Financial Statistics (IFS),Annual,Published,2003,National Currency,2481950000000.00
"Gross Domestic Product, Real",Burkina Faso,International Financial Statistics (IFS),Annual,Published,2003,"Index, 2005=100",89.24
"Gross Domestic Product, Real",Burkina Faso,International Financial Statistics (IFS),Annual,Published,2003,National Currency at 1999 prices,2280600000000.00
"Gross Domestic Product, Real",Burkina Faso,International Financial Statistics (IFS),Annual,Published,2003,Percent,8.04
"Gross Domestic Product, Deflator",Burkina Faso,International Financial Statistics (IFS),Annual,Published,2004,"Index, 2005=100",100.31
"Gross Domestic Product, Deflator",Burkina Faso,International Financial Statistics (IFS),Annual,Published,2004,Percent Change over Corresponding Period of Previous Year,3.93
"Gross Domestic Product, Nominal",Burkina Faso,International Financial Statistics (IFS),Annual,Published,2004,National Currency,2698990000000.00
"Gross Domestic Product, Real",Burkina Faso,International Financial Statistics (IFS),Annual,Published,2004,"Index, 2005=100",93.38
"Gross Domestic Product, Real",Burkina Faso,International Financial Statistics (IFS),Annual,Published,2004,National Currency at 1999 prices,2386300000000.00
"Gross Domestic Product, Real",Burkina Faso,International Financial Statistics (IFS),Annual,Published,2004,Percent,4.63
"Gross Domestic Product, Deflator",Burkina Faso,International Financial Statistics (IFS),Annual,Published,2005,"Index, 2005=100",100.00
"Gross Domestic Product, Deflator",Burkina Faso,International Financial Statistics (IFS),Annual,Published,2005,Percent Change over Corresponding Period of Previous Year,-0.31
"Gross Domestic Product, Nominal",Burkina Faso,International Financial Statistics (IFS),Annual,Published,2005,National Currency,2881410000000.00
"Gross Domestic Product, Real",Burkina Faso,International Financial Statistics (IFS),Annual,Published,2005,"Index, 2005=100",100.00
"Gross Domestic Product, Real",Burkina Faso,International Financial Statistics (IFS),Annual,Published,2005,National Currency at 1999 prices,2555500000000.00
"Gross Domestic Product, Real",Burkina Faso,International Financial Statistics (IFS),Annual,Published,2005,Percent,7.09
"Gross Domestic Product, Deflator",Burkina Faso,International Financial Statistics (IFS),Annual,Published,2006,"Index, 2005=100",89.33
"Gross Domestic Product, Deflator",Burkina Faso,International Financial Statistics (IFS),Annual,Published,2006,Percent Change over Corresponding Period of Previous Year,-10.67
"Gross Domestic Product, Nominal",Burkina Faso,International Financial Statistics (IFS),Annual,Published,2006,National Currency,2715220000000.00
"Gross Domestic Product, Real",Burkina Faso,International Financial Statistics (IFS),Annual,Published,2006,"Index, 2005=100",105.48
"Gross Domestic Product, Real",Burkina Faso,International Financial Statistics (IFS),Annual,Published,2006,National Currency at 1999 prices,2695600000000.00
"Gross Domestic Product, Real",Burkina Faso,International Financial Statistics (IFS),Annual,Published,2006,Percent,5.48
"Gross Domestic Product, Nominal",Burkina Faso,International Financial Statistics (IFS),Annual,Published,2007,National Currency,2811640000000.00
"Gross Domestic Product, Nominal",Burkina Faso,International Financial Statistics (IFS),Annual,Published,2008,National Currency,2957620000000.00
"Gross Domestic Product, Nominal",Burkina Faso,International Financial Statistics (IFS),Annual,Published,2009,National Currency,4021300000000.00
"Gross Domestic Product, Deflator",Burundi,International Financial Statistics (IFS),Annual,Published,2003,"Index, 2005=100",78.88
"Gross Domestic Product, Deflator",Burundi,International Financial Statistics (IFS),Annual,Published,2003,Percent Change over Corresponding Period of Previous Year,11.62
"Gross Domestic Product, Nominal",Burundi,International Financial Statistics (IFS),Annual,Published,2003,National Currency,644680000000.00
"Gross Domestic Product, Real",Burundi,International Financial Statistics (IFS),Annual,Published,2003,"Index, 2005=100",94.93
"Gross Domestic Product, Real",Burundi,International Financial Statistics (IFS),Annual,Published,2003,National Currency at 1980 prices,114020000000.00
"Gross Domestic Product, Real",Burundi,International Financial Statistics (IFS),Annual,Published,2003,Percent,-1.20
"Gross Domestic Product, Deflator",Burundi,International Financial Statistics (IFS),Annual,Published,2004,"Index, 2005=100",87.72
"Gross Domestic Product, Deflator",Burundi,International Financial Statistics (IFS),Annual,Published,2004,Percent Change over Corresponding Period of Previous Year,11.21
"Gross Domestic Product, Nominal",Burundi,International Financial Statistics (IFS),Annual,Published,2004,National Currency,748486000000.00
"Gross Domestic Product, Real",Burundi,International Financial Statistics (IFS),Annual,Published,2004,"Index, 2005=100",99.11
"Gross Domestic Product, Real",Burundi,International Financial Statistics (IFS),Annual,Published,2004,National Currency at 1980 prices,119037000000.00
"Gross Domestic Product, Real",Burundi,International Financial Statistics (IFS),Annual,Published,2004,Percent,4.40
"Gross Domestic Product, Deflator",Burundi,International Financial Statistics (IFS),Annual,Published,2005,"Index, 2005=100",100.00
"Gross Domestic Product, Deflator",Burundi,International Financial Statistics (IFS),Annual,Published,2005,Percent Change over Corresponding Period of Previous Year,13.99
"Gross Domestic Product, Nominal",Burundi,International Financial Statistics (IFS),Annual,Published,2005,National Currency,860900000000.00
"Gross Domestic Product, Real",Burundi,International Financial Statistics (IFS),Annual,Published,2005,"Index, 2005=100",100.00
"Gross Domestic Product, Real",Burundi,International Financial Statistics (IFS),Annual,Published,2005,National Currency at 1980 prices,120108333000.00
"Gross Domestic Product, Real",Burundi,International Financial Statistics (IFS),Annual,Published,2005,Percent,0.90
"Gross Domestic Product, Deflator",Burundi,International Financial Statistics (IFS),Annual,Published,2006,"Index, 2005=100",104.60
"Gross Domestic Product, Deflator",Burundi,International Financial Statistics (IFS),Annual,Published,2006,Percent Change over Corresponding Period of Previous Year,4.60
"Gross Domestic Product, Nominal",Burundi,International Financial Statistics (IFS),Annual,Published,2006,National Currency,946402204675.54
"Gross Domestic Product, Real",Burundi,International Financial Statistics (IFS),Annual,Published,2006,"Index, 2005=100",105.10
"Gross Domestic Product, Real",Burundi,International Financial Statistics (IFS),Annual,Published,2006,National Currency at 1980 prices,126233857983.00
"Gross Domestic Product, Real",Burundi,International Financial Statistics (IFS),Annual,Published,2006,Percent,5.10
"Gross Domestic Product, Deflator",Burundi,International Financial Statistics (IFS),Annual,Published,2007,"Index, 2005=100",106.81
"Gross Domestic Product, Deflator",Burundi,International Financial Statistics (IFS),Annual,Published,2007,Percent Change over Corresponding Period of Previous Year,2.12
"Gross Domestic Product, Nominal",Burundi,International Financial Statistics (IFS),Annual,Published,2007,National Currency,997387723961.07
"Gross Domestic Product, Real",Burundi,International Financial Statistics (IFS),Annual,Published,2007,"Index, 2005=100",108.46
"Gross Domestic Product, Real",Burundi,International Financial Statistics (IFS),Annual,Published,2007,National Currency at 1980 prices,130273000000.00
"Gross Domestic Product, Real",Burundi,International Financial Statistics (IFS),Annual,Published,2007,Percent,3.20
"Gross Domestic Product, Deflator",Burundi,International Financial Statistics (IFS),Annual,Published,2008,"Index, 2005=100",131.18
"Gross Domestic Product, Deflator",Burundi,International Financial Statistics (IFS),Annual,Published,2008,Percent Change over Corresponding Period of Previous Year,22.81
"Gross Domestic Product, Nominal",Burundi,International Financial Statistics (IFS),Annual,Published,2008,National Currency,1277596674936.56
"Gross Domestic Product, Real",Burundi,International Financial Statistics (IFS),Annual,Published,2008,"Index, 2005=100",113.13
"Gross Domestic Product, Real",Burundi,International Financial Statistics (IFS),Annual,Published,2008,National Currency at 1980 prices,135875000000.00
"Gross Domestic Product, Real",Burundi,International Financial Statistics (IFS),Annual,Published,2008,Percent,4.30
"Gross Domestic Product, Deflator",Burundi,International Financial Statistics (IFS),Annual,Published,2009,"Index, 2005=100",149.67
"Gross Domestic Product, Deflator",Burundi,International Financial Statistics (IFS),Annual,Published,2009,Percent Change over Corresponding Period of Previous Year,14.10
"Gross Domestic Product, Nominal",Burundi,International Financial Statistics (IFS),Annual,Published,2009,National Currency,1507243088070.10
"Gross Domestic Product, Real",Burundi,International Financial Statistics (IFS),Annual,Published,2009,"Index, 2005=100",116.97
"Gross Domestic Product, Real",Burundi,International Financial Statistics (IFS),Annual,Published,2009,National Currency at 1980 prices,140495000000.00
"Gross Domestic Product, Real",Burundi,International Financial Statistics (IFS),Annual,Published,2009,Percent,3.40
"Gross Domestic Product, Deflator",Cambodia,International Financial Statistics (IFS),Annual,Published,2003,"Index, 2005=100",89.93
"Gross Domestic Product, Deflator",Cambodia,International Financial Statistics (IFS),Annual,Published,2003,Percent Change over Corresponding Period of Previous Year,1.80
"Gross Domestic Product, Nominal",Cambodia,International Financial Statistics (IFS),Annual,Published,2003,National Currency,18535164487757.10
